Carimbo de data/hora,Qual sua faixa etária? ,Escolaridade,Qual seu gênero?,Qual sua religião?,Local do Brasil onde mora,Estado cívil,Raça,Quantos anos você tinha quando se casou?,Você namorou por quanto tempo antes de se casar?,Quanto tempo de noivado/preparação para o casamento?,"Pelo dicionário expectativas podem ser compreendidas como, situação de quem espera a ocorrência de algo, ou sua probabilidade de ocorrência, em determinado momento. Na sua perspectiva, as expectativas: ",Quais eram ás suas expectativas no inicio do casamento?,"As expectativas citadas na questão acima, se supriram ao longo do tempo? ",Quais fatores eram importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).,"Na sua perspectiva, quais eram as expectativas que seu conjuge tinha em relação ao casamento no ínicio? ",Quais sentimentos apareceram nos primeiros anos de casado? (Tendo como referência os primeiros dois anos),Por algum momento você se arrependeu de ter casado?,Algum dos motivos para você ter se arrependido de se casar foi devido a uma quebra de expectativas?,"Se você respondeu sim, para a ultima pergunta, quais expectativas foram quebradas? ",O que você fez quando houve quebra de expectativas? ,"E atualmente, depois de um tempo de casado, quais caracteristicas são mais importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).","E hoje, você se permite criar expectativas para o casamento? ","Se a sua resposta foi sim, na pergunta anterior, depois de um tempo de casado, quais são as expectativas para os proximos anos? ",O que foi importante para moldar e criar suas expectativas em relação ao casamento?,Conte um pouco de como foi o início do casamento para voce? 
05/04/2023 15:36:34,30 á 35 anos,Graduação completa,Femino,Evangelico,Centro Oeste,Divorciado (a),Branco,24 á 29 anos,Entre 1 e 2 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),não,A família do conjuge,"Ascensão financeira, Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Arrependimento",sim,sim,Confiança ,"Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação",,Sim,Financeiros,"Valores, Religião","Momento de adaptação,"
05/04/2023 15:37:35,24 á 29 anos,Ensino Médio,Femino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 1 e 2 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ascensão financeira, Condições de sair da casa dos meus pais e construir minha própria família",sim,Personalidade do meu conjuge,Segurança afetiva (vínculo seguro e constante),"Alegria, Medo",sim,sim,Do meu marido entender que agora somos uma familia. Ele e mt preso a familia dele. Isso atrapalha d+,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros",Não,,"Filmes, Valores",Desgastante financeiro e familiar. Temos divergencia em relacao a como lidar com o dinheiro e contas. E ele continua nao abandonando o cordao umbilical isso causa mts dircurssoes por aqui.
05/04/2023 15:39:19,24 á 29 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Acimas de 4 anos,2 e 3 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,não,,"Convesei, Procurei Terapia individual, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","O início do casamento foi alegre, divertido e prazeroso. Pensamos e nos preparamos muito para estarmos juntos em um mesmo ambiente e com condições diferentes. Tivemos que fazer alguns ajustes relacionados a nossa família de origem e organização de tarefas, mas com diálogo é resolvido. "
05/04/2023 15:39:38,36 á 41 anos,Ensino Médio,Femino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Entre 2 e 3 anos,Entre 6 e 1 ano,Atrapalham muito a relação,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))",não,Financeiros,"Ascensão financeira, Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Tristeza, Medo, Arrependimento",não,,,Perseverei e tentei reajustar a relação,Ambiente,Sim,Financeiros,Valores,"Delicioso, desafiador, com certos receios, imaturo "
05/04/2023 15:41:21,24 á 29 anos,Pós Graduação,Femino,Evangelico,Norte,Casado,Branco,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros","Reciprocidade Amorosa, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))",Alegria,não,não,,Convesei,Personalidade do meu conjuge,Sim,A família do conjuge ou minha familia,Valores,Foi de paz 
05/04/2023 15:47:18,Acima de 42 anos,Ensino Fundamental,Femino,Católico,Sudeste,Casado,Negro,24 á 29 anos,Entre 3 e 4 anos,2 e 3 anos,São importantes para saúde e manutenção do casamento,Condições de sair da casa dos meus pais e construir minha própria família,sim,"Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Minha família","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,não,,,Financeiros,Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes)",Otimo
05/04/2023 15:53:34,30 á 35 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Entre 2 e 3 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),sim,Personalidade do meu conjuge,Aceitação Social,Medo,não,,,,Ambiente,Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores",
05/04/2023 15:57:30,30 á 35 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Pardo,30 á 35 anos,Entre 3 e 4 anos,1 e 2 anos,Atrapalham muito a relação,Condições de sair da casa dos meus pais e construir minha própria família,sim,"Personalidade do meu conjuge, Financeiros, Trabalho (jornada, turno, tempo de descanso, etc)",Condições de sair da casa dos meus pais e construir minha própria família,Medo,sim,sim,"De achar que seria tudo lindo. E morar com uma outra pessoa que teve uma criação muito diferente de mim, foi e é bem difícil.","Procurei Terapia individual, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação",Personalidade do meu conjuge,Não,,"Filmes, Religião","Foi muito difícil! Pq somos diferentes e temos uma criação diferente. Ele sempre muito grudado com a família dele. Priorizava eles. Tipo: se fosse comprar algo, era na família que pensava primeiro. Em mim, se desse. Hoje, depois de muita conversa e ajuda da minha psicóloga, tenho conseguido mostrar pra ele(com conversas) o que sinto e o “lugar” que ele me colocou. Que não era de esposa. Sentia-me uma colega dele. Ainda ocorre algumas situações que me entristece sim, mas melhorou bastante. Acredito que ele tem amadurecido. Mas as vezes cansa está nessa situação. Não tivemos curso de noivos, o que me deixou bem decepcionada na época. Pedimos aos nossos líderes, mas não fizeram com a gente. Sei que não iria nos impedir de ter conflitos, mas acredito que ajudaria muito. Principalmente as questões de que um será a prioridade do outro é sobre dinheiro. Que passa ser nosso e não só “meu”. "
05/04/2023 15:58:16,24 á 29 anos,Graduação completa,Masculino,Evangelico,Sudeste,Casado,Pardo,,Entre 3 e 4 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,sim,"Personalidade do meu conjuge, Minha família",Reciprocidade Amorosa,Alegria,não,não,,"Convesei, Perseverei e tentei reajustar a relação",Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,Valores,"Maravilhoso, e ainda é "
05/04/2023 16:01:15,36 á 41 anos,Graduação em curso,Femino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,Personalidade do meu conjuge,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",sim,sim,Reciprocidade,Perseverei e tentei reajustar a relação,"Personalidade do meu conjuge, Ambiente",Não,,"Valores, Religião",Foi empolgante. Era um caminho novo. Eu era totalmente ciumenta e fui adaptando com o tempo. Não foi fácil mas já são 15 anos juntos.
05/04/2023 16:03:01,Acima de 42 anos,Graduação completa,Femino,X,Sudeste,Casado,Pardo,18 a 23 anos,Acimas de 4 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Condições de sair da casa dos meus pais e construir minha própria família,sim,Financeiros,Condições de sair da casa dos meus pais e construir minha própria família,Medo,não,não,,,Financeiros,Sim,Financeiros,Valores,"Foi muita luta, trabalho e juntar dinheiro mesmo já conquistado nossa casa própria. Curtimos muitas viagens pois não tínhamos liberdade nenhuma no namoro. "
05/04/2023 16:04:07,30 á 35 anos,Pós Graduação,Masculino,Evangelico,Sudeste,Casado,Negro,24 á 29 anos,Entre 2 e 3 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Não me lembro",sim,"Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)",Reciprocidade Amorosa,Arrependimento,sim,sim,Convivência ,"Convesei, Perseverei e tentei reajustar a relação",Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,"Filmes, Religião",Terrível 
05/04/2023 16:09:53,30 á 35 anos,Graduação em curso,Masculino,Evangelico,Sudeste,Casado,Pardo,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,não,Personalidade do meu conjuge,Reciprocidade Amorosa,Alegria,não,não,,"Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, A família do conjuge ou minha familia, Ambiente",Sim,Financeiros,"Histórias antigas das minhas referências (pais, avós, familiares, líderes)",
05/04/2023 16:13:44,Acima de 42 anos,Graduação em curso,Masculino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 1 e 2 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,Personalidade do meu conjuge,"Reciprocidade Amorosa, Ter filhos",Alegria,não,,Nenhuma ,Convesei,Personalidade do meu conjuge,Não,,"Valores, Religião",Normal como uma nova faze da vida
05/04/2023 16:16:35,24 á 29 anos,Pós Graduação,Femino,Católico,Centro Oeste,"Amigado (moram juntos, mas não tiveram registro no cartório e religioso)",Pardo,24 á 29 anos,Acimas de 4 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Personalidade do meu conjuge, Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)","Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos",Alegria,não,não,,Convesei,"Personalidade do meu conjuge, Financeiros",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Valores, Religião","Foi de extrema importância, começamos a morar juntos pouco antes da nossa filha nascer. Isso nos fortaleceu e amadureceu muito. "
05/04/2023 16:19:31,30 á 35 anos,Graduação em curso,Masculino,Evangelico,Sudeste,Casado,Pardo,24 á 29 anos,Entre 2 e 3 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Reciprocidade Amorosa,sim,"Personalidade do meu conjuge, Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Alegria,não,não,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, Ambiente",Sim,Personalidade do meu conjuge,"Valores, Religião",
05/04/2023 16:24:44,,Graduação completa,Femino,Evangelico,Sul,Casado,Branco,18 a 23 anos,Menos de 1 ano,menos de 6 meses,São importantes para saúde e manutenção do casamento,Condições de sair da casa dos meus pais e construir minha própria família,sim,Financeiros,Reciprocidade Amorosa,Tristeza,sim,sim,,Convesei,Ambiente,Sim,Financeiros,Valores,"Até a gente se acostumar um com o outro, com os hábitos, foi bastante conturbado, muitas discussões, teve interferências da mãe dele! Então foi terrível!.... Não sei dizer como chegamos até aqui a 17 anos juntos... Mais hoje com a graça de Deus estamos muito bem, nos amamos muito e pretendemos completar 50 anos de casados com a graça de Deus 😂 🙌."
05/04/2023 16:25:55,Acima de 42 anos,Pós Graduação,Femino,Católico,Sudeste,Casado,Pardo,18 a 23 anos,Acimas de 4 anos,1 e 2 anos,Atrapalham muito a relação,Segurança afetiva (vínculo seguro e constante),sim,Personalidade do meu conjuge,Condições de sair da casa dos meus pais e construir minha própria família,Alegria,não,não,,Perseverei e tentei reajustar a relação,Personalidade do meu conjuge,Não,,"Histórias antigas das minhas referências (pais, avós, familiares, líderes)",Foi muito bom os primeiros anos de casados. 
05/04/2023 16:26:46,Acima de 42 anos,Pós Graduação,Femino,Católico,Sudeste,União estável (casado apenas no cartório),Pardo,Acima de 42 anos,Entre 1 e 2 anos,menos de 6 meses,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",sim,"Personalidade do meu conjuge, Trabalho (jornada, turno, tempo de descanso, etc)",Segurança afetiva (vínculo seguro e constante),"Alegria, Medo",não,não,,Convesei,"Personalidade do meu conjuge, Financeiros",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Filmes, Valores",Turbulento até a adaptação da vida a dois. 
05/04/2023 16:29:19,36 á 41 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Pardo,36 á 41 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,Personalidade do meu conjuge,"Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",Medo,sim,sim,Segurança afetiva e ter filhos,"Convesei, Pedi ajuda de lideres religiosos","Personalidade do meu conjuge, Ambiente",Não,,Religião,"Então, foi um pouco difícil, principalmente pelo fato de eu ter criado expectativas em relação de como seria de fato o casamento. Tivemos o curso de noivos, e lá foi muito falado sobre sermos uma só carne, não haver segredos entre os cônjuges, além de eu ter lido livros sobre o significado do casamento. Nos primeiros meses de casamento tive de cara a quebra desta expectativa, meu cônjuge teve dificuldade em se abrir e deixar que eu participasse de fato de sua vida, ainda têm áreas que não se abre pra mim. Outra quebra de expectativa, foi quando decidimos termos filhos e era algo que imaginávamos que iria acontecer rápido e não aconteceu. E por último percebo que a nossa comunicação não está eficaz, além de algumas atitudes dele ser ainda de uma pessoa solteira."
05/04/2023 16:32:26,36 á 41 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Pardo,30 á 35 anos,Entre 2 e 3 anos,menos de 6 meses,Atrapalham muito a relação,Segurança afetiva (vínculo seguro e constante),sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",Tristeza,sim,sim,"Vinculo de sentir segura, confiança ",Pedi ajuda de lideres religiosos,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente",Não,,Religião,"Difícil,  Mas Deus e com muita oração  aprendi a não  romantizar os sentimentos  inclusive  o  amor, escolhi amar meu companheiro  todos os dias. Pois descobri  que  o amor conjugal não  é um sentimento  também  é uma ordem,  casei e tenho um cordão  de três  dobras que não  se arrebenta,  Deus está  no meu casamento "
05/04/2023 16:33:44,30 á 35 anos,Ensino Médio,Femino,Evangelico,Centro Oeste,Casado,Pardo,18 a 23 anos,Entre 2 e 3 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,Condições de sair da casa dos meus pais e construir minha própria família,sim,"Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)",Reciprocidade Amorosa,Arrependimento,sim,sim,"Ter uma casa, moramos na sogra no início  isso destruiu muita coisa importante pra m, como meu espaço na vida dele, tudo era primeiro para a mãe dele o resto era pra mim e olhe lá ","Só sofri, não tinha pra onde voltar, e mortos de medo de me separar então aguentei chorando muito ",Financeiros,Não,,Religião,"Foi muito dolorido e traumatizante, mas por causa do medo eu não tive coragem de ir atrás de nada pra mim, não me via divorciada e criando sozinha meus filhos então eu orava e pedia a Deus restauração, não terminei os estudos não me profissionalizei e só existi. "
05/04/2023 16:33:52,36 á 41 anos,Ensino Médio,Femino,Evangelico,Centro Oeste,Casado,Pardo,24 á 29 anos,Entre 1 e 2 anos,menos de 6 meses,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)","Medo, Arrependimento",sim,sim,"A perfeição,  facilidade, compreensão ","Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Ambiente",Sim,"Financeiros, Ambiente","Valores, Religião","Completo caos rs ! Muita imaturidade e personalidades como centro.
Casamento pra mim foi a quebra de modelos imaginários que eu tinha.  Hoje após 14 anos, as dificuldades são completamente ajustáveis e dificilmente passam pela zona da emoção,  caminhamos na conversa, valores e objetivos "
05/04/2023 16:34:33,30 á 35 anos,Pós Graduação,Femino,Evangelico,Sudeste,União estável (casado apenas no cartório),Branco,30 á 35 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),sim,"Personalidade do meu conjuge, Financeiros",Reciprocidade Amorosa,"Alegria, Arrependimento",sim,sim,A família do marido ,"Convesei, Procurei Terapia individual",Ambiente,Sim,Ambiente,Valores,"Minha imaturidade e carência emocional atrapalhou um pouco. Mas foi bom, foi um tempo de crescimento, amadurecimento e quebra de expectativas. "
05/04/2023 16:36:09,24 á 29 anos,Graduação em curso,Femino,Evangelico,Sudeste,Casado,Negro,24 á 29 anos,Acimas de 4 anos,2 e 3 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,não,,"Convesei, Perseverei e tentei reajustar a relação",Personalidade do meu conjuge,Sim,"Financeiros, Ambiente","Valores, Religião","Como namoramos um período de 7 anos, fomos de fato amigos, e conversamos sobre exatamente tudo! Esse tempo foi essencial para amadurecermos como pessoas, e nós acreditamos que esse fator foi e é determinante no nosso relacionamento, já que não tivemos nem metade dos problemas que os amigos na mesma situação costumam ter ! Então acreditamos que maturidade, cumplicidade, diálogo e amor são chaves para um casamento saudável, das quais para nós a maturidade é determinante. "
05/04/2023 16:37:31,30 á 35 anos,Pós Graduação,Femino,Ateu,Sudeste,Casado,Negro,30 á 35 anos,Entre 3 e 4 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))",sim,"Personalidade do meu conjuge, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",Alegria,sim,sim,Crescimento profissional e financeiro do cônjuge ,Convesei,Personalidade do meu conjuge,Sim,"Personalidade do meu conjuge, Financeiros, Ambiente",Valores,"Moramos juntos por um período antes de nos casarmos e sempre convivemos em harmonia, então tivemos um começo feliz, embora por motivos de trabalho tenhamos vivido em cidades diferentes durante o período de quatro meses."
05/04/2023 16:38:24,30 á 35 anos,Ensino Médio,Femino,Evangelico,Sul,Casado,Branco,18 a 23 anos,Entre 2 e 3 anos,Entre 6 e 1 ano,Atrapalham muito a relação,Condições de sair da casa dos meus pais e construir minha própria família,sim,Personalidade do meu conjuge,Condições de sair da casa dos meus pais e construir minha própria família,Medo,não,não,,Perseverei e tentei reajustar a relação,Ambiente,Sim,Financeiros,Valores,Desafiador
05/04/2023 16:39:27,30 á 35 anos,Graduação em curso,Femino,Evangelico,Sudeste,Divorciado (a),Branco,18 a 23 anos,Menos de 1 ano,menos de 6 meses,Atrapalham muito a relação,Segurança afetiva (vínculo seguro e constante),não,"Personalidade do meu conjuge, A família do conjuge, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Alegria,sim,não,,Perseverei e tentei reajustar a relação,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia",Não,,Religião,
05/04/2023 16:41:34,30 á 35 anos,Graduação em curso,Femino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 1 e 2 anos,menos de 6 meses,Atrapalham muito a relação,Reciprocidade Amorosa,sim,Personalidade do meu conjuge,Segurança afetiva (vínculo seguro e constante),"Alegria, Medo",não,não,,Convesei,Personalidade do meu conjuge,Não,,Valores,"No começo foi um pouco difícil por conta da bagagem familiar, aos poucos fomos criando nossas próprias ideias sobre o nosso relacionamento e sobre o que queríamos construir a partir de então. Hj temos 10 anos de casados dois filhos e vivemos nosso casamento plenamente.  Não é perfeito mas sempre fomos de ter muita conversa e isso sempre foi a base do nosso casamento.  Sempre fomos muito transparente em relação aos nossos sentimentos e expectativas. "
05/04/2023 16:43:14,36 á 41 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 2 e 3 anos,1 e 2 anos,Atrapalham muito a relação,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))",não,"Personalidade do meu conjuge, Financeiros, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ascensão financeira, Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",Medo,sim,sim,Segurança Afetiva,"Procurei Terapia individual, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação",Ambiente,Não,,"Filmes, Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Foi de muitas alegrias, mas como tinha expectativas que meu esposo fosse do jeito que imaginei e fui criada, logo as expectativas frustradas bateram na porta do nosso casamento e nos levou a muitos altos e baixos. "
05/04/2023 16:47:57,24 á 29 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Pardo,24 á 29 anos,Entre 2 e 3 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ascensão financeira, Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,não,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros",Sim,"Financeiros, Ambiente","Valores, Religião","Ainda estou no início, me casei há 1 mês. Porém criei algumas espectativas ruins, devido a algumas coisas que vi no casamento dos meus pais e relatos de pessoas , mas não me prendi nisso . Graças a Deus estou amando estar casada e muitas coisas em surpreenderam para o lado bom, coisas e situações que pensava não adaptar, me adaptei além da forma que me sinto por estar casada com meu marido ."
05/04/2023 16:51:23,Acima de 42 anos,Ensino Médio,Femino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 2 e 3 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,,Reciprocidade Amorosa,"Alegria, Tristeza",sim,sim,Idealização e comparação,"Convesei, Perseverei e tentei reajustar a relação, Busquei ajuda em Deus",Personalidade do meu conjuge,Sim,"Financeiros, Ambiente",Religião,"Éramos novos e amávamos a Jesus e um ao outro. “Costumava “ dizer que não combinávamos pois eu era o dedinho e ele o intestino opor exemplo. Mas, fizemos dar certo. Entendi que o maior problema era eu, por questões não resolvidas com paternidade. "
05/04/2023 16:52:06,30 á 35 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos",Alegria,sim,sim,Segurança,Perseverei e tentei reajustar a relação,"Personalidade do meu conjuge, Financeiros, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Valores, Religião","Desafiador. Porém, os dois se dedicaram e se dedicam para  fazer dar certo."
05/04/2023 16:57:19,24 á 29 anos,Graduação em curso,Masculino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 2 e 3 anos,menos de 6 meses,Atrapalham muito a relação,Não me lembro,não,,,,não,,,,,,,,
05/04/2023 16:57:55,18 a 23 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 2 e 3 anos,1 e 2 anos,Atrapalham muito a relação,"Segurança afetiva (vínculo seguro e constante), Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))",sim,"Personalidade do meu conjuge, Financeiros","Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,,,,"Personalidade do meu conjuge, Financeiros, Ambiente",Sim,"Financeiros, Ambiente","Filmes, Histórias antigas das minhas referências (pais, avós, familiares, líderes), Religião",
05/04/2023 16:58:07,18 a 23 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Acimas de 4 anos,1 e 2 anos,Atrapalham muito a relação,Segurança afetiva (vínculo seguro e constante),sim,"Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)",Segurança afetiva (vínculo seguro e constante),Alegria,não,sim,A felicidade ser 100% do tempo ,Convesei,Ambiente,Sim,Financeiros,Valores,"Ótimo, melhor que esperava !"
